id,price
180,6.647702
181,7.6895456
182,5.437806
183,5.6658797
184,9.124331
185,8.689047
186,1.0871313
187,7.34626
188,6.647284
189,6.1325994
190,9.856703
191,4.2108355
192,9.026046
193,8.153893
194,4.936863
195,4.357922
196,6.027757
197,4.8352466
198,6.4871826
199,5.2575645
200,4.7470436
201,10.354556
202,5.020386
203,5.7053785
204,4.2711115
205,0.8743681
206,11.286555
207,5.6176977
208,3.827811
209,5.607347
210,13.6741085
211,9.601743
212,3.1438706
213,2.5536923
214,6.963118
215,11.581334
216,5.5946803
217,9.622118
218,5.490365
219,5.51888
220,5.3636513
221,12.677336
222,6.474454
223,5.007112
224,4.963584
225,9.951042
226,4.0044365
227,4.6619163
228,23.974197
229,5.593376
230,8.099607
231,3.3439891
232,3.8353932
233,5.634679
234,7.1477942
235,3.043999
236,7.075839
237,5.1405115
238,14.313004
239,14.682678
240,9.898805
241,3.4828763
242,7.088305
243,11.043592
244,4.8955107
245,3.0404892
246,11.811437
247,5.106239
248,6.2863073
249,15.590002
250,11.8854265
251,8.900977
252,11.478292
253,16.754492
254,8.419793
255,6.5853524
256,28.000149
257,9.990487
258,4.4284325
259,4.318836
260,4.5134153
261,9.353519
262,4.4155207
263,13.515669
264,4.4252095
265,17.115482
266,7.637259
267,3.6743436
268,8.307682
269,10.451139
270,8.936242
271,6.992578
272,10.437222
273,7.9722185
274,6.16951
275,5.5026293
276,7.4342203
277,24.397598
278,5.0431237
279,14.033541
280,6.254097
281,5.69687
282,7.5981827
283,6.8860235
284,28.753113
285,7.27048
286,6.760269
287,6.0112658
288,6.785104
289,3.2914696
290,2.9616737
291,9.141485
292,9.599569
293,6.5985174
294,3.3850224
295,3.4928613
296,7.4434633
297,4.7293706
298,6.838183
299,7.505143
300,13.43358
301,12.511228
302,7.347638
303,2.3294208
304,4.4765596
305,7.6497087
306,5.112273
307,10.377273
308,6.476039
309,4.1087103
310,3.6582313
311,4.270936
312,5.915881
313,5.1783676
314,10.316629
315,6.358793
316,6.2342534
317,12.992175
318,7.7937675
319,2.4535365
320,4.389847
321,5.3252716
322,2.4088984
323,11.41463
324,7.9796104
325,0.9417265
326,31.65711
327,5.9490733
328,6.3886604
329,11.069101
330,9.379151
331,4.3357553
332,11.168963
333,7.2883134
334,17.06286
335,7.0230894
336,5.3055153
337,2.5484877
338,4.3061705
339,8.982164
340,7.0052276
341,8.4848
342,5.596389
343,5.8436475
344,8.281552
345,7.5548577
346,10.914389
347,8.924297
348,7.191775
349,5.351754
350,21.653269
351,9.8370495
352,21.229229
353,3.598058
354,8.879087
355,6.291932
356,13.034599
357,5.136062
358,4.04679
359,4.496052
360,2.4695404
361,9.07551
362,5.0136003
363,7.523027
364,11.615883
365,6.044574
366,11.743863
367,7.286275
368,4.996164
369,3.2539597
370,5.8656683
371,4.149803
372,2.1371727
373,13.375145
374,4.052404
375,2.672979
376,7.9260607
377,37.618603
378,3.873815
379,5.453886
380,5.190019
381,5.5528336
382,7.789074
383,3.4082317
384,6.2952814
385,10.767939
386,3.2930157
387,24.554789
388,9.569063
389,6.8121996
390,23.950262
391,7.620832
392,10.921542
393,3.482204
394,16.781109
395,8.859468
396,4.5156364
397,5.3113823
398,8.915636
399,10.67722
400,8.261333
401,6.3243103
402,4.580636
403,13.103144
404,6.199826
405,8.276847
406,4.724878
407,8.11371
408,4.36921
409,5.6582656
410,6.117721
411,37.489388
412,3.4245026
413,6.1516647
414,5.8083863
415,5.3155155
416,13.708452
417,6.0295014
418,5.5848618
419,2.8296638
420,8.079627
421,6.006378
422,6.102168
423,6.9919624
424,13.89345
425,3.1250863
426,4.3025784
427,13.340948
428,9.866722
429,10.25972
430,5.6655445
431,6.762726
432,5.7487297
433,6.7153373
434,6.318451
435,9.301057
436,4.424184
437,11.720258
438,5.8513236
439,17.523373
440,4.2866783
441,9.3855715
442,13.356972
443,14.913752
444,3.3669953
445,9.778332
446,9.180281
447,7.1121607
448,9.403456
449,7.1138
450,8.12889
451,3.703701
452,9.377734
453,12.60924
454,5.6006436
455,3.6798942
456,9.484654
457,9.052065
458,5.7716246
459,9.678101
460,1.915184
461,9.829285
462,5.821819
463,3.8145185
464,9.753461
465,5.8929005
466,5.692235
467,5.036496
468,4.450437
469,7.3298187
470,4.8788238
471,4.7801986
472,9.229837
473,3.682712
474,8.033118
475,4.0868683
476,5.9459567
477,3.6762967
478,3.8761609
479,4.2547994
480,0.54107094
481,4.0598245
482,4.38749
483,3.3463051
484,3.9823177
485,5.1581726
486,49.626602
487,5.4970894
488,6.9854217
489,4.633569
490,3.456892
491,6.245588
492,9.085236
493,13.190747
494,8.650341
495,3.1558728
496,30.806885
497,21.902027
498,3.1197095
499,12.92515
500,10.336842
501,8.947833
502,10.131782
503,10.029641
504,4.635545
505,8.25743
506,7.4420877
507,3.8543918
508,6.3233895
509,7.877355
510,3.7255883
511,4.353701
512,3.9541378
513,10.1621685
514,5.5827293
515,8.715811
516,6.027711
517,6.8051133
518,3.8559222
519,9.443503
520,7.951253
521,4.8653255
522,4.2424293
523,9.8170595
524,5.803817
525,7.9678526
526,5.1657796
527,11.3280735
528,5.597857
529,6.1290474
530,10.201756
531,5.6745825
532,5.927091
533,4.5612607
534,19.574326
535,5.379777
536,27.511581
537,3.633829
538,2.1555371
539,5.2606864
540,6.274874
541,6.271617
542,8.138292
543,5.9687524
544,2.4328322
545,9.597086
546,4.854944
547,9.424318
548,6.548494
549,8.7937155
550,9.952528
551,8.3630495
552,2.0541868
553,6.101477
554,17.105139
555,7.5626664
556,34.284504
557,3.8845673
558,3.6725152
559,5.0038357
560,3.6502419
561,7.5291786
562,6.493821
563,1.8823656
564,5.7991657
565,10.358274
566,7.5439043
567,7.987311
568,5.382627
569,3.9571228
570,20.847958
571,6.4559793
572,5.326274
573,4.389142
574,6.401034
575,12.589784
576,4.301181
577,6.117034
578,18.029789
579,6.597502
580,3.6592126
581,10.2251005
582,3.7661376
583,6.4992676
584,8.060071
585,4.0258894
586,3.9575124
587,12.600146
588,18.122387
589,3.8944373
590,8.155043
591,6.460904
592,11.825348
593,6.9029984
594,13.90466
595,3.309177
596,6.5962095
597,10.0839
598,5.0163355
599,4.5028105
600,9.879564
601,7.7425156
602,5.270813
603,5.5157332
604,5.850894
605,7.691213
606,5.403798
607,3.487249
608,4.4663687
609,8.341561
610,3.3616574
611,3.5930073
612,8.500921
613,6.59517
614,11.409918
615,4.122241
616,6.379916
617,6.638973
618,27.776073
619,11.261462
620,6.05594
621,8.970606
622,7.0826387
623,9.023101
624,29.623783
625,6.6285734
626,5.4492226
627,12.581699
628,6.2034416
629,4.411139
630,7.7842116
631,6.6261497
632,22.318527
633,9.083367
634,4.875702
635,7.597316
636,14.007204
637,6.980812
638,4.382592
639,5.431258
640,2.4339528
641,5.009959
642,2.0775456
643,7.9423246
644,6.035363
645,12.198838
646,6.6855226
647,4.252962
648,7.1565423
649,6.9945474
650,13.399538
651,7.4072
652,9.142069
653,17.584309
654,11.190901
655,6.7040663
656,11.598297
657,3.9968934
658,8.760328
659,4.705091
660,13.172287
661,6.149953
662,9.616232
663,16.945654
664,5.4382377
665,14.080072
666,6.5933747
667,5.304548
668,5.889083
669,5.291185
670,7.3412566
671,4.3281446
672,8.436056
673,4.85328
674,71.722
675,6.151723
676,11.288828
677,9.293825
678,4.7481227
679,16.107985
680,10.898922
681,7.563749
682,10.2485075
683,3.026607
684,5.7749567
685,7.9495554
686,12.580138
687,14.514079
688,6.9854345
689,8.914355
690,5.11771
691,4.4305477
692,8.629796
693,9.89094
694,11.71951
695,21.997799
696,7.352165
697,14.096884
698,10.66786
699,3.6535537
700,4.648349
701,12.380522
702,7.765254
703,31.452911
704,8.135386
705,7.858493
706,10.747295
707,7.16084
708,9.587435
709,7.302344
710,6.596883
711,3.2432652
712,7.05601
713,15.751413
714,8.411319
715,5.6131735
716,12.505133
717,5.219692
718,10.003238
719,12.066757
720,8.253772
721,2.972433
722,8.063936
723,5.6485534
724,3.9537444
725,6.4940453
726,4.652025
727,42.78958
728,7.2804475
729,5.665524
730,4.510982
731,6.8650246
732,6.3502626
733,7.0231743
734,3.2057457
735,6.502571
736,7.36683
737,6.1237555
738,5.263603
739,6.773839
740,3.724343
741,10.082522
742,5.7656593
743,9.219438
744,8.268104
745,6.4825335
746,3.170086
747,7.5572953
748,8.47348
749,8.459879
750,6.0600843
751,4.28316
752,4.2958193
753,8.028171
754,8.25042
755,7.1907625
756,3.8086362
757,5.306087
758,11.808107
759,4.733115
760,6.6766357
761,4.5368614
762,7.125834
763,19.629385
764,5.1414375
765,4.3413744
766,5.7362604
767,3.7759461
768,5.248845
769,9.536943
770,6.3584085
771,8.399855
772,10.8113165
773,11.08242
774,5.768697
775,9.806564
776,3.8132381
777,4.3460093
778,7.9373155
779,8.03637
780,11.138552
781,7.6478143
782,7.7239265
783,6.3849034
784,10.726824
785,5.606003
786,4.096609
787,4.8446035
788,6.1136017
789,8.333829
790,10.063161
791,11.724584
792,10.411181
793,2.2606623
794,4.442155
795,6.4228525
796,4.9454803
797,7.301052
798,7.5077705
799,5.8089156
800,10.08893
801,6.722378
802,5.7354774
803,7.713084
804,7.6814713
805,16.959381
806,15.887692
807,4.1797543
808,6.161195
809,4.9455676
810,4.4737535
811,6.614236
812,6.618013
813,4.7776365
814,4.4185243
815,7.693956
816,9.19697
817,5.0699115
818,3.7063897
819,7.524141
820,5.596211
821,4.6514297
822,5.7292147
823,7.418515
824,12.345474
825,5.291761
826,7.081913
827,6.612645
828,8.68159
829,9.106271
830,5.4959655
831,3.6009007
832,6.6015267
833,3.5771527
834,5.1501527
835,8.266902
836,6.879701
837,7.9589067
838,4.9147615
839,9.475837
840,6.451088
841,5.686647
842,3.8960767
843,6.9855127
844,6.068816
845,8.165297
846,5.4787574
847,4.725212
848,7.0367174
849,9.579148
850,6.937173
851,57.133778
852,3.281361
853,5.836378
854,7.5961714
855,4.1693773
856,11.17996
857,6.433689
858,2.1698213
859,4.055415
860,8.894685
861,8.757212
862,5.828673
863,4.4562497
864,3.8642414
865,4.6685343
866,15.854401
867,3.7861404
868,5.8245664
869,5.9245515
870,3.416797
871,8.530752
872,24.135685
873,7.4882164
874,7.794545
875,3.8731186
876,4.1294274
877,6.2775164
878,6.95253
879,16.382591
880,9.233206
881,6.877459
882,7.8770804
883,7.426197
884,4.55372
885,12.759518
886,45.53997
887,4.2723436
888,5.21655
889,3.7426457
890,8.203782
891,5.033002
892,17.930847
893,3.3889053
894,7.962301
895,9.001172
896,5.2723455
897,3.4398797
898,9.630553
899,7.6394744
900,4.1982956
901,10.510586
902,3.4623902
903,5.3067017
904,8.724785
905,7.304007
906,9.505549
907,6.9074316
908,7.5649705
909,5.4986944
910,4.283334
911,10.523723
912,6.09164
913,5.345
914,5.844412
915,7.2413864
916,8.261109
917,15.186961
918,9.2396965
919,8.889845
920,6.858896
921,12.24077
922,5.0519004
923,9.288045
924,7.058708
925,6.1358037
926,12.121274
927,10.0877285
928,10.464382
929,2.9530122
930,3.5643573
931,8.458381
932,4.609845
933,4.211128
934,8.452194
935,4.53054
936,7.481149
937,7.836965
938,4.5470896
939,6.8423004
940,5.5514345
941,9.537259
942,6.1009016
943,7.938842
944,9.016288
945,2.4995155
946,7.1476197
947,13.85615
948,4.84094
949,9.818787
950,8.04741
951,7.5754137
952,6.3956885
953,3.623471
954,6.176407
955,5.8855133
956,6.525837
957,18.509314
958,12.987699
959,4.209173
960,4.4153514
961,4.7215605
962,14.646802
963,6.439791
964,6.221835
965,5.190571
966,10.496483
967,3.417089
968,22.082306
969,42.224857
970,8.671463
971,9.601935
972,5.919074
973,4.75503
974,8.098423
975,6.7570863
976,9.477317
977,4.3980765
978,7.714246
979,4.1983232
980,6.8416305
981,9.433413
982,5.050534
983,5.728221
984,11.84944
985,24.478853
986,7.187583
987,3.0260675
988,6.7713823
989,13.182434
990,3.9165046
991,6.376602
992,5.3485055
993,4.803841
994,9.537981
995,7.655252
996,4.8270063
997,3.2769272
998,16.679861
999,12.564874
1000,24.181187
1001,19.264698
1002,7.1783667
1003,10.597719
1004,8.576273
1005,7.59161
1006,5.837621
1007,6.103638
1008,8.741598
1009,9.773271
1010,13.3178
1011,5.2418404
1012,5.304393
1013,4.115718
1014,7.1068215
1015,5.9859953
1016,6.1110373
1017,6.138932
1018,5.556867
1019,3.9331932
1020,8.3818
1021,11.912741
1022,8.077169
1023,2.141775
1024,5.2780323
1025,7.9303155
1026,8.313948
1027,5.9427285
1028,6.7892213
1029,13.917145
1030,8.016849
1031,8.325849
1032,5.293821
1033,8.229437
1034,2.9028196
1035,5.967607
1036,10.5063505
1037,5.431922
1038,4.9692426
1039,11.659983
1040,6.1578727
1041,6.9454727
1042,4.3038735
1043,6.617157
1044,5.6415963
1045,7.82708
1046,8.254557
1047,7.283438
1048,6.0547705
1049,9.584959
1050,10.259432
1051,9.377866
1052,6.661752
1053,5.3462973
1054,6.9293394
1055,5.3755608
1056,4.8834996
1057,5.355419
1058,12.589664
1059,12.006975
1060,30.77525
1061,8.000499
1062,11.284044
1063,5.964442
1064,6.5307274
1065,5.641118
1066,12.957248
1067,13.579927
1068,10.034839
1069,6.4180512
1070,4.6177363
1071,9.295367
1072,3.9988968
1073,3.2861896
1074,2.6722867
1075,6.3379755
1076,5.610703
1077,8.242647
1078,6.5324554
1079,8.670423
1080,17.495426
1081,9.345297
1082,13.750948
1083,8.13345
1084,8.789821
1085,17.440725
1086,7.308843
1087,9.243578
1088,8.323878
1089,8.032845
1090,6.251247
1091,5.181427
1092,4.4679365
1093,9.710918
1094,11.03442
1095,15.4337435
1096,9.397118
1097,3.7312214
1098,5.0421834
1099,3.5743299
1100,1.7935097
1101,42.322876
1102,6.460401
1103,2.8533661
1104,5.3693476
1105,3.770335
1106,9.995657
1107,9.446966
1108,3.8603172
1109,6.3566365
1110,10.229395
1111,5.8930063
1112,4.2643747
1113,4.679466
1114,6.1151023
1115,6.4655623
1116,12.420071
1117,5.6388965
1118,4.5773864
1119,7.3598084
1120,4.81203
1121,16.827805
1122,7.8538465
1123,3.4029503
1124,12.07402
1125,9.762207
1126,6.8488894
1127,6.987808
1128,10.946364
1129,5.3462877
1130,9.27974
1131,3.8769188
1132,13.441815
1133,4.653481
1134,14.46651
1135,12.7282
1136,16.294964
1137,4.3238983
1138,35.48501
1139,6.518309
1140,4.616286
1141,5.454456
1142,8.812029
1143,4.2646713
1144,15.29471
1145,10.526076
1146,4.2328787
1147,5.357711
1148,7.751757
1149,4.645062
1150,6.55129
1151,5.6013136
1152,9.518516
1153,5.0255113
1154,4.817472
1155,4.8764496
1156,4.7848854
1157,11.808855
1158,3.6643758
1159,8.715195
1160,10.058945
1161,8.369078
1162,10.260681
1163,21.598633
1164,7.613879
1165,6.3187685
1166,6.195716
1167,6.8358245
1168,2.8454566
1169,14.011154
1170,7.2540827
1171,7.51628
1172,4.67864
1173,24.7237
1174,5.2408776
1175,9.159802
1176,11.867598
1177,6.485009
1178,8.807984
1179,41.62437
1180,3.9536648
1181,8.010088
1182,5.172096
1183,3.2349496
1184,6.008746
1185,5.7954445
1186,6.6553373
1187,8.544779
1188,11.381794
1189,5.0520525
1190,4.918541
1191,8.512087
1192,18.61113
1193,8.2997055
1194,6.588208
1195,4.0233436
1196,6.563958
1197,8.317881
1198,4.6454973
1199,6.6859636
1200,3.5834122
1201,4.9123254
1202,10.989322
1203,14.960286
1204,4.013929
1205,39.1262
1206,3.7273731
1207,1.143858
1208,3.7792816
1209,10.350533
1210,3.2952492
1211,4.983512
1212,5.356157
1213,9.802247
1214,9.071314
1215,4.1269503
1216,10.9501705
1217,8.089233
1218,9.897818
1219,20.05368
1220,6.583516
1221,5.3766427
1222,3.5695853
1223,15.3233185
1224,16.938198
1225,3.815167
1226,7.015109
1227,5.7731895
1228,6.0086994
1229,6.2528906
1230,3.7056992
1231,6.4404173
1232,7.226737
1233,5.2149816
1234,17.442652
1235,4.291785
1236,2.8570194
1237,5.9261246
1238,6.1703706
1239,7.3978205
1240,4.052814
1241,9.501847
1242,6.056025
1243,9.974215
1244,11.462102
1245,18.18334
1246,3.6744199
1247,18.929098
1248,6.85692
1249,5.5158176
1250,9.291435
1251,14.341113
1252,18.29402
1253,4.9678054
1254,4.2373576
1255,3.681481
1256,4.08629
1257,6.245727
1258,14.387578
1259,40.601677
1260,12.222012
1261,2.5274308
1262,7.6467714
1263,6.5221725
1264,13.513112
1265,5.2155795
1266,12.942215
1267,5.414282
1268,4.994217
1269,7.094775
1270,4.416078
1271,8.492559
1272,4.754611
1273,15.543246
1274,4.7982645
1275,4.5745482
1276,5.6694293
1277,4.955643
1278,3.7392468
1279,8.817266
1280,7.536944
1281,4.6874204
1282,3.9987202
1283,4.142752
1284,17.480316
1285,6.3296995
1286,7.623015
1287,10.15796
1288,3.6515622
1289,5.7360253
1290,12.485281
1291,8.116398
1292,7.9194384
1293,4.682051
1294,4.6737213
1295,2.3928123
1296,4.751094
1297,7.706195
1298,4.646371
1299,3.66277
1300,4.840007
1301,8.601374
1302,6.9048324
1303,7.4391317
1304,5.700242
1305,44.0022
1306,2.7911522
1307,3.074291
1308,6.811106
1309,6.488993
1310,5.7655754
1311,6.50545
1312,8.025672
1313,6.92695
1314,5.8115187
1315,7.8749924
1316,8.721872
1317,4.129096
1318,5.0506973
1319,11.382063
1320,7.38591
1321,6.688773
1322,8.385101
1323,4.8216295
1324,3.9005303
1325,9.223284
1326,7.864961
1327,23.488684
1328,10.9788265
1329,20.565832
1330,3.9681542
1331,5.805482
1332,25.577671
1333,4.506958
1334,4.8369384
1335,3.6576233
1336,5.4957275
1337,8.077101
1338,5.1098013
1339,4.4168735
1340,12.488302
1341,14.264684
1342,12.969421
1343,7.090022
1344,8.115408
1345,9.005768
1346,14.903418
1347,5.112016
1348,6.8913245
1349,5.0272474
1350,5.2381563
1351,2.3666832
1352,3.9377155
1353,5.4721894
1354,4.1047144
1355,3.935739
1356,16.197475
1357,6.7066717
1358,9.414545
1359,8.005718
1360,2.1787832
1361,7.7026167
1362,15.373187
1363,5.479619
1364,3.2353508
1365,8.690922
1366,8.025355
1367,10.929655
1368,9.3745
1369,5.6772604
1370,18.388098
1371,6.367478
1372,5.2972784
1373,7.1516595
1374,8.912396
1375,4.637661
1376,5.8242455
1377,4.7300844
1378,14.306386
1379,6.719573
1380,3.7259922
1381,10.88439
1382,2.5868318
1383,2.7110643
1384,10.981157
1385,7.62241
1386,6.899981
1387,8.567511
1388,3.113212
1389,7.2230225
1390,3.2406166
1391,5.4865522
1392,13.070251
1393,4.8595366
1394,6.2046456
1395,3.9519317
1396,10.897638
1397,5.362527
1398,7.0160623
1399,6.015209
1400,6.582174
1401,8.995222
1402,3.5780902
1403,4.2710714
1404,6.383693
1405,5.22021
1406,17.329082
1407,10.992331
1408,5.1972246
1409,6.221404
1410,6.801782
1411,6.3785295
1412,5.416069
1413,5.360279
1414,7.294937
1415,6.2971
1416,6.6457853
1417,4.1329856
1418,8.927645
1419,6.8687744
1420,5.9441137
1421,12.444563
1422,6.5472717
1423,5.929433
1424,8.222537
1425,11.775041
1426,7.9842987
1427,3.2566528
1428,7.540433
1429,6.61658
1430,3.5581436
1431,10.110746
1432,3.9543972
1433,28.546423
1434,9.939585
1435,6.362802
1436,5.2422767
1437,4.8387413
1438,4.8238935
1439,2.2118406
1440,4.389062
1441,2.1272693
1442,6.23071
1443,6.586516
1444,3.5324433
1445,23.28001
1446,15.100813
1447,4.9571953
1448,9.17071
1449,7.533136
1450,8.228227
1451,5.154428
1452,13.580164
1453,8.356242
1454,8.103801
1455,16.894264
1457,8.205161
1458,43.206177
1459,15.4839
1460,9.136881
1461,4.3656964
1462,6.6405997
1463,3.4022908
1464,7.854106
1465,6.4328017
1466,10.255821
1467,6.1624117
1468,5.670156
1469,5.627043
1470,8.739873
1471,9.307024
1472,6.1041703
1473,7.2158356
1474,7.5070434
1475,8.867671
1476,8.151184
1477,3.9450905
1478,3.9265294
1479,5.8919764
1480,6.9350533
1481,9.428619
1482,6.9507723
1483,5.267762
1484,6.851762
1485,33.8365
1486,6.8667703
1487,11.447509
1488,3.7968197
1489,7.1431236
1490,8.070669
1491,4.994864
1492,32.921288
1493,7.7832665
1494,6.4669065
1495,8.076841
1496,4.239289
1497,5.152581
1498,8.139269
1499,4.854405
1500,3.8889701
1501,3.9054227
1502,4.695605
1503,10.257654
1504,3.0415263
1505,8.178098
1506,5.5034246
1507,12.97753
1508,4.5247893
1509,7.192401
1510,4.906984
1511,5.071995
1512,11.627915
1513,5.7745714
1514,11.327628
1515,15.5866165
1516,3.2364736
1517,4.2207003
1518,7.9652605
1519,5.8587074
1520,6.452849
1521,5.930432
1522,5.6011715
1523,6.785716
1524,2.7945876
1525,5.3823905
1526,4.921685
1527,4.959969
1528,2.658636
1529,3.9487796
1530,6.076678
1531,6.0525904
1532,7.651541
1533,6.9201174
1534,6.681077
1535,14.451938
1536,4.976732
1537,4.661502
1538,12.167548
1539,13.388484
1540,6.0549574
1541,7.49868
1542,4.628483
1543,7.903548
1544,6.6284394
1545,6.795134
1546,2.8796444
1547,10.728358
1548,6.717813
1549,6.9280434
1550,9.506466
1551,5.045008
1552,3.7943192
1553,4.717265
1554,8.081682
1555,6.2613297
1556,15.074875
1557,3.2965279
1558,1.5981575
1559,5.5461106
1560,5.784051
1561,2.8272195
1562,4.3697906
1563,7.315831
1564,9.562521
1565,10.136273
1566,4.658167
1567,4.8971586
1568,12.36362
1569,23.294216
1570,18.53333
1571,4.018212
1572,20.208242
1573,12.917292
1574,10.254544
1575,7.6200867
1576,1.692838
1577,4.5825806
1578,5.549246
1579,6.5633264
1580,3.028634
1581,8.461382
1582,6.283133
1583,15.323776
1584,13.878843
1585,5.6743727
1586,11.940229
1587,11.292667
1588,4.938457
1589,9.576259
1590,6.6392264
1591,4.2452517
1592,5.364106
1593,9.63237
1594,10.23663
1595,8.020544
1596,5.400511
1597,7.9409456
1598,7.595572
1599,4.293597
1600,5.818129
1601,9.189738
1602,5.199508
1603,5.954959
1604,1.827961
1605,5.509787
1606,5.6126504
1607,43.15676
1608,10.002327
1609,5.571883
1610,13.526619
1611,2.1222763
1612,6.711091
1613,6.021071
1614,8.04689
1615,4.407903
1616,7.0786123
1617,8.040507
1618,3.940216
1619,5.7049885
1620,4.4124317
1621,6.8054113
1622,11.190558
1623,10.438871
1624,7.938546
1625,3.1019464
1626,5.8253946
1627,9.680732
1628,5.7740507
1629,11.047792
1630,13.887073
1631,4.96297
1632,6.669033
1633,26.05618
1634,5.0441027
1635,4.6923018
1636,7.501769
1637,5.1391797
1638,7.6399627
1639,8.134273
1640,5.3678617
1641,4.0877237
1642,7.107318
1643,6.5139647
1644,38.93908
1645,8.247552
1646,8.230776
1647,17.516342
1648,7.1770906
1649,8.31708
1650,4.4070134
1651,6.617739
1652,7.445559
1653,8.882344
1654,3.2248497
1655,6.858729
1656,4.614753
1657,3.1839967
1658,15.1154785
1659,6.954356
1660,4.9539824
1661,9.439921
1662,20.86538
1663,7.9203415
1664,8.179926
1665,11.172514
1666,2.4306455
1667,7.696125
1668,10.733153
1669,4.3349237
1670,19.345524
1671,9.212017
1672,7.4094596
1673,5.709592
1674,19.696573
1675,5.488159
1676,3.043961
1677,7.7193117
1678,25.102331
1679,3.8502812
1680,15.273157
1681,6.6956797
1682,7.350791
1683,26.758474
1684,3.285035
1685,3.736157
1686,10.018055
1687,3.146429
1688,13.583135
1689,3.954008
1690,2.9792492
1691,6.200041
1692,11.009695
1693,18.636255
1694,8.5084915
1695,3.9992154
1696,4.3525605
1697,5.5127745
1698,7.3855233
1699,15.7760105
1700,5.9973845
1701,3.9237733
1702,3.3692868
1703,4.915787
1704,5.169127
1705,7.128394
1706,4.410182
1707,4.195695
1708,5.028442
1709,9.747721
1710,13.155377
1711,3.4269097
1712,7.9130783
1713,14.151767
1714,10.583417
1715,5.865175
1716,22.516228
1717,5.3980246
1718,5.777795
1719,1.2893312
1720,6.2692084
1721,6.311946
1722,11.6635
1723,8.644294
1724,8.321112
1725,6.5146103
1726,42.93812
1727,14.315531
1728,8.998874
1729,5.041159
1730,7.6777086
1731,6.166256
1732,4.123929
1733,5.7472625
1734,3.255899
1735,7.344865
1736,14.94087
1737,12.740016
1738,9.488272
1739,6.731786
1740,6.5350127
1741,13.937586
1742,7.834893
1743,6.243628
1744,7.771755
1745,6.112792
1746,5.2742414
1747,9.574913
1748,7.7490654
1749,5.963242
1750,7.1835685
1751,10.246753
1752,10.905326
1753,4.8889017
1754,5.147648
1755,4.410321
1756,7.8648276
1757,9.033188
1758,4.2225785
1760,4.9326315
1761,11.047908
1762,4.3500257
1763,10.097712
1764,22.476147
1765,17.521513
1766,5.6842375
1767,5.6976504
1768,7.027139
1769,6.98899
1770,10.192899
1771,7.8424416
1772,7.320948
1773,7.9346952
1774,14.325935
1775,6.8433623
1776,5.0059633
1777,8.5664425
1778,5.554269
1779,3.540186
1780,2.0412617
1781,12.78189
1782,8.395853
1783,5.772729
1784,5.382924
1785,8.1715145
1786,8.148196
1787,6.3354516
1788,5.4973307
1789,8.399397
